2.44392741,4.813713819,4.900071152,2.306616247,3.925074222,7.577240558,7.6826534,4.270204802,2.453792597,6.488626679,7.161431168,3.446796318,3.902018784,5.273566653,5.713842681,2.252924218,-0.137781385,?,?,?,?,?,?,-3.005787093,1.4772009,3.506956352,4.097316954,1.947071291,2.492556644,?,6.794118783,3.706358078,0.5610312,2.721299065,4.794240773,2.4599538,0.65252446,1.2781039,1.830115759,1.514637698,1.343790459,5.19886513,5.520658823,0.966609999,?,3.451447909,4.085402298,-1.231542114,1.443145965,3.244787245,5.362557399,2.050800534,1.388812433,?,5.01742899,2.620623284,-1.309988017,?,-0.158769215,?,-4.404490114,-3.573092616,-2.714621837,?,1.51984657,3.344497221,3.411553517,-1.717177327,?,?,4.886718647,2.416125132,1.306908243,?,?,4.359913365,4.699480666,8.336374826,9.279932032,5.044600382
0.82846247,?,?,0.825821891,2.196376162,?,?,3.081250986,0.039690763,?,?,0.281574699,1.024411968,4.835990599,4.953186372,1.325520349,0.350974733,2.209276421,2.792125371,0.819729426,0.937862008,3.701333683,?,1.634836829,1.87496846,?,9.124700085,2.803023449,2.90221243,3.204268235,?,3.672038998,0.1134942,?,4.18248926,-0.418869106,1.897762749,?,?,1.589527697,0.539345813,2.687760711,?,?,-0.68449472,-1.319823902,?,-1.897890735,-0.578320653,0.656064463,?,-2.665350348,?,0.15217016,0.338107661,-2.471474453,1.439017974,4.138546855,5.085388462,0.271401863,0.767308305,2.431661468,3.510119769,0.841139465,0.84005231,1.450202515,?,?,1.573707981,3.116031713,4.041914259,1.496201503,0.185860034,1.869334504,2.109236399,-0.617167123,-0.06892997,2.516451279,3.458476222,?
1.36479079,3.58194459,4.439724853,1.752268032,1.528839898,2.480505213,2.642181977,?,0.675225304,?,3.156360011,-0.666773044,-1.207456449,-0.044998861,2.178782662,-1.476384518,1.564195363,?,4.940839434,1.945177463,2.090927818,?,5.67547978,3.639176344,1.28577196,2.779500725,4.633955123,-0.41390138,0.923603511,?,4.891599263,2.603972344,-0.05810498,1.639973114,?,1.092237969,?,?,6.007957534,?,1.549628702,?,5.047036869,1.921689486,0.024544124,1.721373852,1.805926541,-2.129950444,1.470113831,3.21254968,3.561326642,?,1.707246441,?,2.763732125,0.318566847,0.244172526,1.653938051,?,-2.273596096,-2.741059598,-3.029431536,?,?,1.83348303,4.010380077,4.27420614,2.098416151,2.048960695,?,5.033697949,1.98219686,1.137683105,3.840696031,3.869682598,2.083258895,0.752470331,2.063063757,3.09448611,?
1.96828862,4.337463848,?,1.979324883,2.594023356,?,5.255382507,3.210209117,1.138491468,4.419724916,7.002819753,0.355215551,-0.543196791,?,?,0.713403658,1.645499998,?,4.657755874,0.743731325,0.490941581,2.960482069,?,1.799530273,1.51345491,4.933883603,5.291768587,0.886062949,1.112336418,?,3.676758251,3.170238532,1.21366718,2.939323669,3.191861143,1.905445287,?,3.172468485,3.970243447,2.706805418,-0.052461971,?,0.453206066,?,?,?,6.530370748,?,2.139586847,4.685012648,5.467080875,3.495433675,2.778195282,4.413031426,10.61277437,?,-1.338069056,0.127618733,3.512460133,-1.792909042,?,-0.852615434,3.089356891,0.365071022,0.7841926,?,?,-0.306582066,-2.429174581,-2.667746494,-2.62205095,-5.213358903,1.07860675,2.920541091,3.436804377,?,?,1.061386194,?,-2.357257553
2.74874654,?,6.449476778,3.4151944,?,5.538455948,6.008523538,3.829325818,-0.009772104,?,2.807556537,0.731362457,?,?,?,-1.880009771,1.166940167,3.086885354,3.393572168,-0.857893512,-1.270388385,0.019024199,3.235749275,-3.627401367,-0.78396101,?,-0.291029848,-2.616541399,?,-0.154183162,?,-1.263157278,0.03579432,-0.410725666,-0.057787112,0.094330689,-0.951065981,?,?,-0.874870885,2.499282263,4.191242388,5.516713992,4.469730011,?,3.828968353,5.100888187,2.574868969,-0.624128393,0.61008633,?,-1.657183911,-2.51469347,?,0.394648213,?,0.272903631,2.301931478,2.329984623,0.810891103,?,?,2.595330719,?,0.40966704,2.885553296,2.902359377,-0.759772795,?,?,0.978313276,-1.781542111,1.24055752,2.837210443,?,?,0.537387561,?,3.246346981,-1.74156669
0.0632491,-0.091868669,0.002553597,0.453858973,?,?,-0.301842425,-2.405024861,0.955241776,?,?,1.647129468,?,4.042138005,4.230448428,3.32061235,0.598844357,2.280970884,2.454545306,?,2.064041906,?,?,2.954967667,1.56412758,3.778145729,4.17695093,?,1.471298312,1.856180627,5.792641214,1.884639862,1.34812587,?,2.285745325,0.862955932,0.523585141,1.677296447,2.396565429,0.65750191,-0.627537684,?,0.104716965,?,0.401400511,1.896883767,4.062755683,0.270011049,0.790641945,?,2.500699723,?,0.050098036,1.445124841,1.833982506,-0.591556333,0.205758136,1.51231395,2.650334373,-0.456320144,?,1.664532706,?,-0.643745069,0.18728136,?,2.32747703,?,0.364012839,?,?,1.394736532,1.200004905,2.11482149,?,2.264021215,3.213004808,6.827227401,7.425038534,?
1.80530039,?,4.036390706,2.110378359,?,4.59575087,7.026265916,?,1.06360191,3.44000965,3.642944248,0.297683253,?,?,?,-1.470179774,-0.424325082,?,?,?,0.443153278,?,?,1.235426088,-0.99085295,?,?,-3.043286115,?,?,?,-2.283200081,-0.76240863,-1.222808553,1.100085376,-3.480680428,-5.099837643,?,-3.06389658,-6.064140551,1.042033225,4.359774681,4.899518818,1.056913064,2.906993888,5.21157053,5.258199605,2.338194232,1.596764339,3.956156463,4.108714504,2.741453316,3.668451719,?,?,3.051139302,2.511079946,6.429673391,8.046119365,3.248152914,1.633641305,4.196669806,5.506373868,3.804474215,1.73975385,3.826687813,3.841439362,?,3.949248186,7.774387458,8.108990551,3.782700686,-0.15473204,?,2.960730357,0.833208276,-0.426539785,1.250630055,1.42395561,?
-0.65105772,?,?,0.13962352,?,-1.330001567,0.691418332,-1.729918174,2.673000872,5.034481877,5.807884456,?,4.144978932,5.807207687,5.843532533,5.196680298,1.88133665,3.987217102,4.064223816,2.833036382,4.435436726,6.9181304,7.222777939,8.740669906,1.74665872,?,4.50427259,1.871327796,0.990083928,2.812531129,?,2.019974912,1.6227386,3.489467942,3.689418375,1.123467179,3.121886797,7.773885249,12.98902248,7.298037419,0.869695165,3.322257516,?,-1.148599694,?,0.73721548,1.190882882,-4.017408684,-0.303192691,?,?,-2.566812342,?,-1.782729976,-1.466643274,?,-2.017066889,-0.038028673,?,?,?,?,-0.109415176,?,-0.22526901,?,3.803853864,?,?,?,?,0.855744101,0.231008362,1.347302238,?,-0.217531439,0.343829594,2.932381025,?,-0.062420385
1.12527626,?,?,1.96706984,1.330893278,?,?,1.207927079,0.49937757,?,2.740816953,?,1.665460238,?,?,-0.613491664,4.890171925,7.925947933,7.974688828,4.281173853,6.174168075,8.158688773,8.323631546,7.769811721,-0.52426428,?,?,?,?,?,3.737228254,1.858884024,2.29618733,?,5.712989408,3.697257236,?,2.816943018,2.830911956,1.436876362,0.728838891,?,?,0.396910508,1.492191433,3.37753365,?,?,2.381204357,4.895436228,?,3.313512,2.928870715,4.071455611,4.130594584,2.397815884,-0.095718743,?,?,0.092028601,-0.591550654,0.594366568,?,0.985651452,1.66744281,2.498946511,2.733946549,2.481273228,2.850231483,4.399571973,5.099804239,-0.343733255,1.807880291,?,4.587870204,?,3.261276922,7.08534126,7.287527754,3.49369949
-0.85095677,?,?,-0.305173579,-0.371392976,2.452898936,?,?,0.95982873,4.1727795,6.527389015,4.181762473,?,8.062879852,9.252389034,6.880112764,0.080001019,2.586233647,2.831090215,1.604728128,2.442206306,6.011494654,?,2.790097201,1.88005385,1.445188371,1.916358219,2.309441506,2.552229042,4.753342071,?,?,1.97122595,5.076971738,5.424359581,?,2.402763172,?,8.196381088,3.147292013,0.085470929,0.949315868,0.982208335,0.420338166,1.672994708,4.730354468,?,?,2.147206109,?,?,3.583167296,2.53834553,2.944597804,3.772678413,?,0.846947927,?,2.923929122,?,-0.609570069,?,0.830973663,-3.150888658,1.22551454,3.846711241,4.147949139,0.857632949,1.871538376,2.85131376,?,0.699135227,1.240201457,1.977970384,2.065411262,1.371340705,1.877105982,?,?,?
